NOFOLIO,ENTIDAD,CCT,GENERO,NOMBRE_CT                                                                                               ,N_TURNO,EXTENSION,NOMBRE_MUN,NOMBRE_LOC,MARGINA,SOST,SUBSIST,NVL_ESP,NVL_MAT,
130006861B17,HIDALGO,13PBH3723U,M,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,8,I,
130006862B17,HIDALGO,13PBH3723U,H,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,II,II,
130006863B17,HIDALGO,13PBH3723U,H,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,I,I,
130006864B17,HIDALGO,13PBH3723U,M,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,III,I,
130006865B17,HIDALGO,13PBH3723U,M,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,III,II,
130006866B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,8,
130006867B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006868B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006869B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006870B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,II,
130006871B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006873B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006874B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006875B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006876B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006877B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006878B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006879B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006881B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,II,
130006883B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006884B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006885B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006886B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006887B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006888B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,II,
130006889B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006890B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006891B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006892B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,III,
130006893B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006895B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006896B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006897B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006898B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006899B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006900B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,II,
130006901B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006902B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,IV,
130006903B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,II,
130006904B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006905B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,III,
130006906B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006907B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006908B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006909B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006910B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006911B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,II,
130006912B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006913B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,II,
130006914B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006915B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006916B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006917B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006918B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006920B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006921B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,II,
130006922B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006923B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,II,
130006924B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,II,
130006925B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006926B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006927B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,8,
130006928B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006929B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006930B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,8,III,
130006931B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006932B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,II,
130006933B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006934B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006935B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,III,
130006936B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,II,
130006937B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,IV,
130006938B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006939B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006940B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006941B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006942B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006943B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,III,
130006944B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006945B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,MATUTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006946B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006947B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006948B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006949B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006951B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,III,
130006953B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006954B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006955B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006956B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006957B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006958B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006959B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006960B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,III,
130006961B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,II,
130006962B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006963B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006964B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006965B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006966B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006967B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006968B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006969B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006971B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006972B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006973B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006974B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,IV,IV,
130006975B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006976B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006977B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006978B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,I,
130006979B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,8,
130006980B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006981B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006982B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006983B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,I,I,
130006984B17,HIDALGO,13ECB0007O,M,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,II,I,
130006985B17,HIDALGO,13ECB0007O,H,COLEGIO DE BACHILLERES PLANTEL ZEMPOALA,VESPERTINO,,ZEMPOALA,ZEMPOALA,MUY BAJO,ESTATAL,COBACH,III,II,
130006986B17,HIDALGO,13ECB0016W,H,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,II,I,
130006987B17,HIDALGO,13ECB0016W,H,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,I,I,
130006988B17,HIDALGO,13ECB0016W,M,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,II,I,
130006989B17,HIDALGO,13ECB0016W,M,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,II,I,
130006990B17,HIDALGO,13ECB0016W,M,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,I,I,
130006991B17,HIDALGO,13ECB0016W,M,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,I,I,
130006992B17,HIDALGO,13ECB0016W,H,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,II,II,
130006993B17,HIDALGO,13ECB0016W,H,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,III,II,
130006994B17,HIDALGO,13ECB0016W,M,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,II,I,
130006995B17,HIDALGO,13ECB0016W,H,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,III,II,
130006996B17,HIDALGO,13ECB0016W,M,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,I,I,
130006999B17,HIDALGO,13ECB0016W,H,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,II,II,
130007000B17,HIDALGO,13ECB0016W,H,COLEGIO DE BACHILLERES PLANTEL EMILIANO ZAPATA,MATUTINO,,EMILIANO ZAPATA,EMILIANO ZAPATA,MUY BAJO,ESTATAL,COBACH,III,I,
